date,water_temp,ph,O2,turbidity,conductivity
2022-07-25 07:00:00,29.3,7.71,5.79,6.3,145.5
2022-07-25 08:00:00,29.3,7.59,5.77,5.4,146.3
2022-07-25 09:00:00,29.3,7.71,5.68,6.1,146.9
2022-07-25 10:00:00,29.4,7.71,5.68,6.3,147.1
2022-07-25 11:00:00,29.4,7.72,5.66,6.3,147.6
2022-07-25 12:00:00,29.4,7.59,5.61,5.9,147.9
2022-07-25 13:00:00,29.4,7.72,5.51,6.9,148.3
2022-07-25 14:00:00,29.4,7.72,5.44,5.9,148.7
2022-07-25 15:00:00,29.4,7.75,5.41,5.1,149.2
2022-07-25 16:00:00,29.4,7.58,5.33,5.2,148.9
2022-07-25 17:00:00,29.4,7.69,5.3,5.9,148.5
2022-07-25 18:00:00,29.3,7.73,5.41,5.8,148.2
2022-07-25 19:00:00,29.3,7.71,5.43,5.8,147.9
2022-07-25 20:00:00,29.3,7.55,5.81,4.8,146.7
2022-07-25 21:00:00,29.3,7.56,5.74,5.4,146.2
2022-07-25 22:00:00,29.3,7.7,5.82,5.5,146.0
2022-07-25 23:00:00,29.3,7.57,5.8,5.8,146.0
2022-07-26 00:00:00,29.3,7.54,6.08,5.4,146.1
2022-07-26 01:00:00,29.3,7.57,5.87,5.6,146.1
2022-07-26 02:00:00,29.3,7.58,5.86,5.4,147.9
2022-07-26 03:00:00,29.3,7.57,5.77,5.4,148.3
2022-07-26 04:00:00,29.4,7.56,5.95,4.8,147.8
2022-07-26 05:00:00,29.4,7.72,5.67,5.4,147.6
2022-07-26 06:00:00,29.4,7.74,5.7,5.2,147.7
2022-07-26 07:00:00,29.4,7.74,5.67,4.8,148.2
2022-07-26 08:00:00,29.4,7.57,5.48,5.9,148.6
2022-07-26 09:00:00,29.4,7.74,5.51,4.8,148.8
2022-07-26 10:00:00,29.4,7.72,5.48,4.9,149.0
2022-07-26 11:00:00,29.4,7.73,5.48,4.6,149.0
2022-07-26 12:00:00,29.4,7.58,5.52,5.0,149.3
2022-07-26 13:00:00,29.4,7.75,5.34,5.7,149.5
2022-07-26 14:00:00,29.4,7.75,5.29,5.3,150.0
2022-07-26 15:00:00,29.4,7.75,5.23,5.0,150.2
2022-07-26 16:00:00,29.3,7.59,5.12,5.9,151.2
2022-07-26 17:00:00,29.3,7.72,5.31,3.8,150.4
2022-07-26 18:00:00,29.3,7.82,8.25,2.9,148.8
2022-07-26 19:00:00,29.3,7.84,8.3,3.1,148.5
2022-07-26 20:00:00,29.3,7.76,8.33,6.0,149.1
2022-07-26 21:00:00,29.3,7.84,8.31,2.3,148.5
2022-07-26 22:00:00,29.3,7.8,8.28,4.7,148.1
2022-07-26 23:00:00,29.3,7.81,8.31,4.0,148.2
2022-07-27 00:00:00,29.2,7.55,8.33,5.4,148.6
2022-07-27 01:00:00,29.2,7.82,8.3,4.2,148.4
2022-07-27 02:00:00,29.2,7.85,8.31,3.8,151.3
2022-07-27 03:00:00,29.4,7.89,8.29,2.3,156.1
2022-07-27 04:00:00,29.2,7.61,8.32,6.3,157.1
2022-07-27 05:00:00,29.2,7.88,8.3,3.3,155.1
2022-07-27 06:00:00,29.2,7.88,8.32,3.1,154.3
2022-07-27 07:00:00,29.2,7.89,8.32,2.8,154.3
2022-07-27 08:00:00,29.1,7.61,8.35,6.2,155.7
2022-07-27 09:00:00,29.3,7.85,8.29,3.4,154.5
2022-07-27 10:00:00,29.3,7.83,8.28,5.2,154.7
2022-07-27 11:00:00,29.4,7.83,8.28,5.2,154.2
2022-07-27 12:00:00,29.3,7.59,8.32,5.3,153.9
2022-07-27 13:00:00,29.4,7.84,8.27,2.7,153.8
2022-07-27 14:00:00,29.4,7.87,8.27,3.6,153.9
2022-07-27 15:00:00,29.4,7.87,8.26,4.1,154.7
2022-07-27 16:00:00,29.4,7.6,8.26,5.9,155.7
2022-07-27 17:00:00,29.4,7.86,8.24,4.8,155.6
2022-07-27 18:00:00,29.4,7.84,8.26,4.3,153.5
2022-07-27 19:00:00,29.4,7.85,8.28,4.0,152.2
2022-07-27 20:00:00,29.2,7.6,8.29,5.6,153.4
2022-07-27 21:00:00,29.2,7.87,8.33,3.6,151.8
2022-07-27 22:00:00,29.2,7.86,8.33,3.1,150.5
2022-07-27 23:00:00,29.2,7.85,8.33,3.9,149.4
2022-07-28 00:00:00,29.0,7.59,8.37,5.2,149.6
2022-07-28 01:00:00,29.1,7.86,8.33,4.2,149.2
2022-07-28 02:00:00,29.0,7.6,8.37,4.9,149.1
2022-07-28 03:00:00,30.0,8.24,8.27,2.9,181.1
2022-07-28 04:00:00,29.4,7.82,8.34,9.5,169.7
2022-07-28 05:00:00,29.5,8.01,8.28,4.4,169.4
2022-07-28 06:00:00,29.5,8.0,8.29,3.9,168.2
2022-07-28 07:00:00,29.4,7.95,8.28,6.6,163.9
2022-07-28 08:00:00,29.4,7.69,7.37,7.3,161.6
2022-07-28 09:00:00,29.5,7.835,7.82,7.85,165.3
2022-07-28 10:00:00,29.6,7.98,8.27,8.4,169.0
2022-07-28 11:00:00,29.7,8.03,8.26,7.8,172.1
2022-07-28 12:00:00,29.6,7.8,8.3,12.8,170.1
2022-07-28 13:00:00,29.6,8.0,8.25,11.2,169.4
2022-07-28 14:00:00,29.5,8.02,8.24,2.6,169.4
2022-07-28 15:00:00,29.5,7.98,8.24,3.2,167.6
2022-07-28 16:00:00,29.7,7.78,8.24,11.5,169.9
2022-07-28 17:00:00,29.6,7.96,8.23,4.1,166.7
2022-07-28 18:00:00,29.6,7.95,8.24,4.1,165.0
2022-07-28 19:00:00,29.5,7.95,8.25,8.9,164.8
2022-07-28 20:00:00,29.5,7.73,7.88,9.4,163.7
2022-07-28 21:00:00,29.4,7.93,8.28,9.0,162.1
2022-07-28 22:00:00,29.4,7.94,8.29,7.2,161.4
2022-07-28 23:00:00,29.3,7.91,8.31,7.4,158.8
2022-07-29 00:00:00,29.2,7.69,8.34,8.1,155.7
2022-07-29 01:00:00,29.3,7.91,8.33,5.7,154.3
2022-07-29 02:00:00,29.2,7.9,8.33,5.2,154.1
2022-07-29 03:00:00,30.0,8.26,8.27,40.8,190.2
2022-07-29 04:00:00,29.9,8.02,8.1,18.0,176.3
2022-07-29 05:00:00,29.8,8.1,8.27,8.7,172.5
2022-07-29 06:00:00,29.8,8.13,8.28,9.0,174.5
2022-07-29 07:00:00,29.7,8.13,8.34,4.6,171.8
2022-07-29 08:00:00,29.6,7.85,8.35,12.1,168.5
2022-07-29 09:00:00,29.6,8.05,8.29,8.1,167.1
2022-07-29 10:00:00,29.6,8.0,8.29,14.2,167.6
2022-07-29 11:00:00,29.6,8.0,8.27,11.1,166.3
2022-07-29 12:00:00,29.5,7.78,7.36,10.5,165.7
2022-07-29 13:00:00,29.5,7.97,8.29,4.8,162.8
2022-07-29 14:00:00,29.4,7.97,8.28,7.3,162.9
2022-07-29 15:00:00,29.4,7.97,8.28,6.3,160.8
2022-07-29 16:00:00,30.1,8.01,8.15,27.0,181.2
2022-07-29 17:00:00,30.0,7.95,8.2,20.4,175.4
2022-07-29 18:00:00,29.8,8.03,8.24,15.2,171.7
2022-07-29 19:00:00,29.8,8.05,8.26,10.9,170.6
2022-07-29 20:00:00,29.8,7.87,8.27,12.3,172.5
2022-07-29 21:00:00,29.6,8.06,8.28,4.8,168.9
2022-07-29 22:00:00,29.6,7.98,8.28,12.3,168.0
2022-07-29 23:00:00,29.6,7.96,8.28,11.9,166.5
2022-07-30 00:00:00,29.5,7.76,8.3,10.6,164.4
2022-07-30 01:00:00,29.4,7.95,8.29,4.1,162.3
2022-07-30 02:00:00,29.4,7.95,8.3,4.2,159.9
2022-07-30 03:00:00,29.4,7.92,8.3,4.0,158.1
2022-07-30 04:00:00,30.4,8.4,8.24,2.8,166.6
2022-07-30 05:00:00,30.1,8.26,8.26,2.3,164.5
2022-07-30 06:00:00,30.0,8.2,8.27,2.6,162.4
2022-07-30 07:00:00,29.8,8.11,8.31,4.3,176.2
2022-07-30 08:00:00,30.0,8.14,8.28,25.7,195.5
2022-07-30 09:00:00,30.2,8.36,8.23,3.9,202.6
2022-07-30 10:00:00,30.2,8.39,8.22,8.7,202.5
2022-07-30 11:00:00,30.1,8.35,8.22,20.5,202.8
2022-07-30 12:00:00,30.0,8.22,8.2,28.1,201.6
2022-07-30 13:00:00,30.0,8.4,8.24,2.7,195.6
2022-07-30 14:00:00,29.9,8.32,8.25,2.5,202.6
2022-07-30 15:00:00,29.8,8.21,8.25,2.6,202.5
2022-07-30 16:00:00,30.4,8.13,6.1,71.8,208.2
2022-07-30 17:00:00,30.2,8.08,6.27,58.7,203.2
2022-07-30 18:00:00,30.1,8.06,6.26,41.8,197.9
2022-07-30 19:00:00,30.0,8.04,6.22,32.3,195.2
2022-07-30 20:00:00,30.0,8.07,6.01,33.2,199.2
2022-07-30 21:00:00,30.0,8.02,6.16,31.8,194.4
2022-07-30 22:00:00,29.9,8.01,6.07,31.4,193.9
2022-07-30 23:00:00,29.8,7.96,6.02,27.7,189.0
2022-07-31 00:00:00,29.8,7.91,5.77,22.8,186.0
2022-07-31 01:00:00,29.7,7.88,5.95,23.1,182.7
2022-07-31 02:00:00,29.6,7.83,5.98,20.3,178.0
2022-07-31 03:00:00,29.6,7.81,5.97,19.7,174.9
2022-07-31 04:00:00,31.2,8.58,7.11,285.1,220.8
2022-07-31 05:00:00,30.6,8.27,6.5,83.8,210.1
2022-07-31 06:00:00,30.3,8.14,6.29,53.1,202.4
2022-07-31 07:00:00,30.2,8.06,6.17,42.1,196.2
2022-07-31 08:00:00,30.2,8.22,6.18,68.8,210.1
2022-07-31 09:00:00,30.3,8.41,6.44,90.8,224.5
2022-07-31 10:00:00,30.2,8.45,6.49,82.3,228.0
2022-07-31 11:00:00,30.2,8.45,6.58,75.1,230.4
2022-07-31 12:00:00,30.1,8.4,6.32,62.7,230.1
2022-07-31 13:00:00,30.1,8.39,6.45,65.5,238.8
2022-07-31 14:00:00,30.0,8.38,6.46,63.3,246.1
2022-07-31 15:00:00,30.0,8.38,6.39,65.0,249.4
2022-07-31 16:00:00,30.0,8.38,6.21,60.6,250.8
2022-07-31 17:00:00,31.0,8.5,6.74,364.0,303.6
2022-07-31 18:00:00,30.2,8.36,6.38,92.5,245.8
2022-07-31 19:00:00,30.0,8.29,6.3,66.6,234.4
2022-07-31 20:00:00,29.9,8.21,6.07,52.5,226.1
2022-07-31 21:00:00,29.9,8.23,6.23,55.8,228.9
2022-07-31 22:00:00,29.8,8.25,6.21,54.9,228.1
2022-07-31 23:00:00,29.8,8.24,6.15,55.0,228.1
2022-08-01 00:00:00,29.8,8.14,5.91,45.8,219.7
2022-08-01 01:00:00,29.7,8.14,6.04,46.2,216.7
2022-08-01 02:00:00,29.6,8.1,6.03,45.0,210.9
2022-08-01 03:00:00,29.6,8.03,6.05,44.9,203.0
2022-08-01 04:00:00,29.5,7.94,5.86,33.9,195.0
2022-08-01 05:00:00,30.9,8.44,6.44,237.4,240.8
2022-08-01 06:00:00,30.4,8.3,6.3,104.9,230.6
2022-08-01 07:00:00,30.2,8.23,6.23,79.6,224.9
2022-08-01 08:00:00,30.5,8.54,5.94,764.7,255.5
2022-08-01 09:00:00,30.6,8.6,6.05,756.2,255.7
2022-08-01 10:00:00,30.5,8.6,6.04,650.6,253.0
2022-08-01 11:00:00,30.5,8.62,5.97,588.5,254.4
2022-08-01 12:00:00,30.4,8.6,5.57,470.5,252.7
2022-08-01 13:00:00,30.3,8.59,5.72,426.4,249.8
2022-08-01 14:00:00,30.3,8.59,5.64,388.6,249.6
2022-08-01 15:00:00,30.2,8.6,5.59,349.8,247.9
2022-08-01 16:00:00,30.5,8.65,5.69,1085.8,296.7
2022-08-01 17:00:00,30.3,8.63,5.91,1178.3,287.6
2022-08-01 18:00:00,30.6,8.66,5.88,950.4,300.0
2022-08-01 19:00:00,30.4,8.65,5.76,759.7,290.9
2022-08-01 20:00:00,30.3,8.64,5.49,546.3,283.7
2022-08-01 21:00:00,30.3,8.63,5.74,467.9,279.6
2022-08-01 22:00:00,30.2,8.62,5.72,400.2,276.7
2022-08-01 23:00:00,30.2,8.62,5.74,361.9,274.6
2022-08-02 00:00:00,30.2,8.61,5.45,325.9,274.4
2022-08-02 01:00:00,30.1,8.59,5.75,303.3,272.1
2022-08-02 02:00:00,30.1,8.61,5.71,277.3,270.3
2022-08-02 03:00:00,30.1,8.6,5.69,261.8,269.2
2022-08-02 04:00:00,30.0,8.6,5.43,238.8,267.6
2022-08-02 05:00:00,31.0,8.61,6.06,781.5,270.3
2022-08-02 06:00:00,30.7,8.64,5.94,457.4,268.0
2022-08-02 07:00:00,30.6,8.63,5.88,753.4,278.9
2022-08-02 08:00:00,30.5,8.66,5.54,696.4,279.0
2022-08-02 09:00:00,30.5,8.66,5.74,623.1,277.8
2022-08-02 10:00:00,30.4,8.66,5.67,553.8,276.9
2022-08-02 11:00:00,30.4,8.66,5.57,653.5,276.9
2022-08-02 12:00:00,30.4,8.64,5.26,517.7,274.2
2022-08-02 13:00:00,30.4,8.65,5.46,488.6,274.3
2022-08-02 14:00:00,30.3,8.66,5.41,440.5,271.3
2022-08-02 15:00:00,30.4,8.65,5.49,421.9,280.3
2022-08-02 16:00:00,30.5,8.68,5.61,722.4,312.9
2022-08-02 17:00:00,30.4,8.66,5.82,651.5,309.7
2022-08-02 18:00:00,31.0,8.67,5.93,942.7,309.2
2022-08-02 19:00:00,30.6,8.65,5.79,575.0,302.4
2022-08-02 20:00:00,30.4,8.64,5.48,437.4,294.5
2022-08-02 21:00:00,30.3,8.64,5.71,403.1,290.7
2022-08-02 22:00:00,30.2,8.64,5.71,355.4,287.1
2022-08-02 23:00:00,30.2,8.63,5.66,318.6,285.4
2022-08-03 00:00:00,30.2,8.62,5.41,285.1,282.0
2022-08-03 01:00:00,30.2,8.62,5.69,267.1,278.5
2022-08-03 02:00:00,30.1,8.62,5.67,245.1,276.5
2022-08-03 03:00:00,30.1,8.62,5.66,225.3,271.8
2022-08-03 04:00:00,30.1,8.61,5.49,204.4,268.6
2022-08-03 05:00:00,30.6,8.625,5.745,364.45,268.75
2022-08-03 06:00:00,31.1,8.64,6.0,524.5,268.9
2022-08-03 07:00:00,30.5,8.64,5.83,450.8,280.3
2022-08-03 08:00:00,30.6,8.63,5.53,574.6,282.6
2022-08-03 09:00:00,30.3,8.64,5.86,544.5,278.1
2022-08-03 10:00:00,30.4,8.65,5.78,578.2,277.4
2022-08-03 11:00:00,30.3,8.63,5.72,794.5,276.9
2022-08-03 12:00:00,30.3,8.63,5.36,605.6,277.0
2022-08-03 13:00:00,30.3,8.63,5.59,566.2,276.6
2022-08-03 14:00:00,30.2,8.63,5.54,493.5,274.5
2022-08-03 15:00:00,30.2,8.62,5.53,456.4,271.3
2022-08-03 16:00:00,30.2,8.61,5.36,368.5,268.8
2022-08-03 17:00:00,30.2,8.61,5.54,349.9,268.7
2022-08-03 18:00:00,30.2,8.61,5.34,303.4,266.4
2022-08-03 19:00:00,30.8,8.63,5.84,519.0,266.7
2022-08-03 20:00:00,30.3,8.61,5.54,295.6,261.0
2022-08-03 21:00:00,30.2,8.6,5.8,257.5,254.7
2022-08-03 22:00:00,30.1,8.59,5.85,222.9,249.8
2022-08-03 23:00:00,30.1,8.59,5.79,207.9,251.0
2022-08-04 00:00:00,30.1,8.59,5.6,190.9,251.7
2022-08-04 01:00:00,30.1,8.58,5.86,185.5,248.2
2022-08-04 02:00:00,30.1,8.58,5.85,174.5,247.1
2022-08-04 03:00:00,30.0,8.56,5.95,159.6,242.1
2022-08-04 04:00:00,30.0,8.54,5.64,144.4,242.3
2022-08-04 05:00:00,30.0,8.55,5.82,148.3,242.7
2022-08-04 06:00:00,30.0,8.55,5.75,144.3,242.9
2022-08-04 07:00:00,30.6,8.57,5.82,258.2,250.1
2022-08-04 08:00:00,30.3,8.51,5.61,159.7,240.8
2022-08-04 09:00:00,30.2,8.48,5.84,142.2,236.2
2022-08-04 10:00:00,30.1,8.46,5.86,131.4,232.3
2022-08-04 11:00:00,30.1,8.46,5.86,127.8,232.2
2022-08-04 12:00:00,30.1,8.43,5.58,119.7,231.8
2022-08-04 13:00:00,30.0,8.41,5.82,112.9,228.1
2022-08-04 14:00:00,30.0,8.43,5.77,115.0,231.0
2022-08-04 15:00:00,30.0,8.39,5.83,104.8,224.3
2022-08-04 16:00:00,29.9,8.34,5.61,97.3,220.5
2022-08-04 17:00:00,29.9,8.33,5.88,95.1,218.4
2022-08-04 18:00:00,29.9,8.29,5.83,91.4,215.7
2022-08-04 19:00:00,29.8,8.24,5.87,84.7,212.5
2022-08-04 20:00:00,30.0,8.24,5.57,95.4,217.3
2022-08-04 21:00:00,30.0,8.27,5.76,97.0,220.1
2022-08-04 22:00:00,30.0,8.21,5.78,85.6,212.8
2022-08-04 23:00:00,30.0,8.21,5.77,83.9,213.0
2022-08-05 00:00:00,29.9,8.15,5.51,75.2,208.4
2022-08-05 01:00:00,29.9,8.17,5.77,76.0,208.5
2022-08-05 02:00:00,29.8,8.08,5.83,67.1,199.6
2022-08-05 03:00:00,29.8,8.05,5.85,64.1,196.3
2022-08-05 04:00:00,29.8,7.99,5.65,57.3,192.9
2022-08-05 05:00:00,29.8,8.04,5.81,62.5,197.3
2022-08-05 06:00:00,29.8,8.01,5.89,57.3,192.7
2022-08-05 07:00:00,29.8,7.99,5.84,56.5,191.4
2022-08-05 08:00:00,29.8,8.03,5.42,60.8,198.2
2022-08-05 09:00:00,29.8,8.05,5.65,59.2,199.2
2022-08-05 10:00:00,29.9,8.05,5.68,61.5,198.8
2022-08-05 11:00:00,29.8,8.03,5.63,56.9,195.8
2022-08-05 12:00:00,29.8,8.01,5.3,54.4,196.3
2022-08-05 13:00:00,29.8,8.02,5.57,56.3,195.4
2022-08-05 14:00:00,29.8,8.02,5.6,55.5,195.1
2022-08-05 15:00:00,29.8,8.01,5.48,53.7,194.9
2022-08-05 16:00:00,29.8,8.01,5.18,55.7,197.7
2022-08-05 17:00:00,29.7,8.0,5.51,54.7,193.3
2022-08-05 18:00:00,29.7,8.06,5.38,76.8,197.5
2022-08-05 19:00:00,29.7,8.06,5.57,77.1,194.4
2022-08-05 20:00:00,29.7,8.06,5.47,89.6,194.9
2022-08-05 21:00:00,29.8,8.19,5.6,128.6,200.1
2022-08-05 22:00:00,29.8,8.22,5.61,126.7,201.9
2022-08-05 23:00:00,29.8,8.22,5.55,130.5,201.5
2022-08-06 00:00:00,29.8,8.2,5.37,122.4,200.2
2022-08-06 01:00:00,29.8,8.16,5.73,117.8,195.6
2022-08-06 02:00:00,29.8,8.14,5.76,109.5,194.1
2022-08-06 03:00:00,29.8,8.12,5.84,108.3,192.5
2022-08-06 04:00:00,29.8,8.09,5.61,103.9,191.7
2022-08-06 05:00:00,29.8,8.11,5.86,107.1,191.2
2022-08-06 06:00:00,29.8,8.07,5.92,97.5,188.5
2022-08-06 07:00:00,29.7,8.1,5.62,102.8,193.4
2022-08-06 08:00:00,29.8,8.21,5.36,230.1,203.8
2022-08-06 09:00:00,31.0,8.62,5.81,1140.9,235.1
2022-08-06 10:00:00,31.2,8.67,5.67,987.6,235.1
2022-08-06 11:00:00,31.0,8.66,5.7,813.9,232.4
2022-08-06 12:00:00,30.8,8.64,5.3,655.9,229.9
2022-08-06 13:00:00,30.7,8.62,5.58,576.3,226.4
2022-08-06 14:00:00,30.5,8.61,5.5,509.1,225.0
2022-08-06 15:00:00,30.4,8.6,5.58,462.1,222.5
2022-08-06 16:00:00,31.0,8.68,5.7,952.8,230.3
2022-08-06 17:00:00,31.0,8.68,5.78,965.4,230.5
2022-08-06 18:00:00,30.8,8.67,5.74,802.0,228.3
2022-08-06 19:00:00,30.7,8.65,5.65,692.8,225.5
2022-08-06 20:00:00,30.6,8.64,5.43,604.6,223.7
2022-08-06 21:00:00,30.5,8.64,5.64,571.9,222.8
2022-08-06 22:00:00,30.5,8.63,5.68,497.5,220.7
2022-08-06 23:00:00,30.4,8.62,5.64,464.7,219.9
2022-08-07 00:00:00,30.3,8.61,5.38,419.4,218.4
2022-08-07 01:00:00,30.4,8.62,5.56,413.6,221.2
2022-08-07 02:00:00,30.2,8.6,6.44,359.4,216.2
2022-08-07 03:00:00,30.2,8.59,5.73,333.4,214.5
2022-08-07 04:00:00,30.1,8.57,5.52,302.8,213.0
2022-08-07 05:00:00,30.1,8.55,6.59,288.5,211.2
2022-08-07 06:00:00,30.0,8.54,5.73,262.5,209.7
2022-08-07 07:00:00,29.9,8.42,5.88,205.0,200.3
2022-08-07 08:00:00,29.9,8.48,5.71,230.7,206.4
2022-08-07 09:00:00,30.1,8.54,5.88,254.1,209.8
2022-08-07 10:00:00,30.2,8.57,5.85,269.2,211.7
2022-08-07 11:00:00,30.3,8.59,6.06,273.0,212.3
2022-08-07 12:00:00,30.4,8.61,5.88,220.3,214.2
2022-08-07 13:00:00,30.3,8.6,6.16,199.5,213.6
2022-08-07 14:00:00,30.3,8.6,6.2,181.2,213.4
2022-08-07 15:00:00,30.3,8.58,6.21,165.2,213.4
2022-08-07 16:00:00,30.2,8.57,5.94,147.0,213.3
2022-08-07 17:00:00,30.2,8.55,6.17,140.3,212.4
2022-08-07 18:00:00,30.2,8.54,6.14,133.1,212.0
2022-08-07 19:00:00,30.1,8.55,6.12,133.4,212.8
2022-08-07 20:00:00,30.1,8.54,5.87,128.6,213.1
2022-08-07 21:00:00,30.05,8.54,6.275,133.0,213.35
2022-08-07 22:00:00,30.0,8.54,6.68,137.4,213.6
2022-08-07 23:00:00,30.1,8.55,6.08,129.4,213.3
2022-08-08 00:00:00,29.9,8.39,5.76,112.0,204.2
2022-08-08 01:00:00,29.9,8.44,5.96,117.4,207.3
2022-08-08 02:00:00,29.9,8.33,6.04,109.6,200.8
2022-08-08 03:00:00,29.9,8.48,5.9,122.5,210.6
2022-08-08 04:00:00,29.8,8.19,5.92,89.3,192.7
2022-08-08 05:00:00,29.7,8.14,6.2,83.5,187.9
2022-08-08 06:00:00,29.7,8.09,6.24,79.0,184.0
2022-08-08 07:00:00,29.7,8.08,6.26,74.1,182.4
2022-08-08 08:00:00,29.7,8.01,6.03,67.1,180.7
2022-08-08 09:00:00,29.7,8.02,6.25,66.7,178.4
2022-08-08 10:00:00,29.7,8.05,6.17,70.8,181.2
2022-08-08 11:00:00,29.7,8.0,6.18,62.2,175.9
2022-08-08 12:00:00,29.8,8.13,6.04,72.3,185.9
2022-08-08 13:00:00,29.9,8.25,6.32,74.3,191.7
2022-08-08 14:00:00,29.8,8.23,6.01,71.5,192.4
2022-08-08 15:00:00,29.8,8.19,6.22,66.9,186.0
2022-08-08 16:00:00,29.8,8.18,6.01,65.4,189.5
2022-08-08 17:00:00,29.9,8.3,6.31,65.8,194.3
2022-08-08 18:00:00,29.9,8.31,6.25,65.7,194.7
2022-08-08 19:00:00,29.9,8.3,6.22,64.0,195.5
2022-08-08 20:00:00,29.9,8.29,6.15,60.7,196.5
2022-08-08 21:00:00,29.8,8.31,6.31,63.2,197.3
2022-08-08 22:00:00,29.9,8.33,6.32,66.7,198.2
2022-08-08 23:00:00,29.9,8.35,6.33,74.5,199.6
2022-08-09 00:00:00,29.9,8.34,6.23,69.3,199.8
2022-08-09 01:00:00,29.9,8.4,6.38,82.0,202.5
2022-08-09 02:00:00,29.9,8.41,6.36,82.3,203.2
2022-08-09 03:00:00,29.9,8.38,6.34,79.1,202.1
2022-08-09 04:00:00,29.8,8.31,6.21,71.9,199.4
2022-08-09 05:00:00,29.8,8.32,6.41,72.5,198.5
2022-08-09 06:00:00,29.8,8.33,6.49,72.3,198.8
2022-08-09 07:00:00,29.8,8.33,6.45,70.2,198.6
2022-08-09 08:00:00,29.8,8.31,6.33,65.7,198.2
2022-08-09 09:00:00,29.8,8.3,6.38,67.7,196.1
2022-08-09 10:00:00,29.9,8.32,6.51,66.7,196.9
2022-08-09 11:00:00,29.9,8.31,6.54,63.5,196.3
2022-08-09 12:00:00,29.9,8.27,6.4,57.2,196.1
2022-08-09 13:00:00,29.9,8.31,6.59,58.4,196.9
2022-08-09 14:00:00,29.9,8.32,6.52,55.8,197.5
2022-08-09 15:00:00,29.9,8.33,6.57,54.6,197.4
2022-08-09 16:00:00,29.8,8.33,5.99,115.6,199.9
2022-08-09 17:00:00,29.9,8.53,6.56,114.9,210.4
2022-08-09 18:00:00,29.7,8.54,6.49,155.8,213.0
2022-08-09 19:00:00,29.5,8.52,6.34,121.6,215.7
2022-08-09 20:00:00,29.5,8.51,6.3,109.2,216.7
2022-08-09 21:00:00,29.4,8.51,6.32,104.8,217.7
2022-08-09 22:00:00,29.4,8.51,6.21,103.9,218.7
2022-08-09 23:00:00,29.4,8.51,6.27,102.5,218.9
2022-08-10 00:00:00,29.3,8.49,6.19,95.4,219.5
2022-08-10 01:00:00,29.3,8.51,6.21,102.0,219.9
2022-08-10 02:00:00,29.3,8.5,6.1,110.5,220.4
2022-08-10 03:00:00,29.3,8.51,6.04,107.5,220.5
2022-08-10 04:00:00,29.3,8.5,6.1,87.9,220.5
2022-08-10 05:00:00,29.3,8.5,6.14,95.1,220.1
2022-08-10 06:00:00,29.3,8.51,6.15,81.4,220.2
2022-08-10 07:00:00,29.3,8.51,6.19,78.0,219.6
2022-08-10 08:00:00,29.4,8.49,6.27,75.2,219.0
2022-08-10 09:00:00,29.3,8.53,6.07,83.5,220.4
2022-08-10 10:00:00,29.4,8.6,6.14,225.1,223.3
2022-08-10 11:00:00,29.6,8.64,6.22,351.4,222.5
2022-08-10 12:00:00,29.6,8.64,6.18,235.7,221.6
2022-08-10 13:00:00,29.6,8.64,6.18,221.6,221.1
2022-08-10 14:00:00,29.6,8.64,6.12,206.0,220.9
2022-08-10 15:00:00,29.5,8.64,6.12,201.6,221.1
2022-08-10 16:00:00,29.6,8.71,6.2,652.0,221.4
2022-08-10 17:00:00,29.6,8.71,6.15,599.2,221.5
2022-08-10 18:00:00,29.6,8.7,6.07,564.1,221.6
2022-08-10 19:00:00,29.6,8.7,6.0,468.6,221.0
2022-08-10 20:00:00,29.6,8.7,6.0,410.2,220.7
2022-08-10 21:00:00,29.6,8.74,6.19,678.6,221.2
2022-08-10 22:00:00,29.6,8.75,6.06,579.8,221.3
2022-08-10 23:00:00,29.6,8.74,5.98,510.6,221.0
2022-08-11 00:00:00,29.5,8.73,5.97,440.1,220.1
2022-08-11 01:00:00,29.5,8.71,5.87,415.9,219.0
2022-08-11 02:00:00,30.0,8.83,6.73,411.9,217.4
2022-08-11 03:00:00,29.6,8.71,6.08,366.5,216.1
2022-08-11 04:00:00,29.6,8.7,5.96,323.6,215.3
2022-08-11 05:00:00,29.6,8.68,5.94,315.8,214.7
2022-08-11 06:00:00,29.6,8.67,5.91,308.6,213.7
2022-08-11 07:00:00,29.6,8.68,6.06,275.8,214.1
2022-08-11 08:00:00,29.8,8.88,6.49,991.7,221.3
2022-08-11 09:00:00,29.8,9.21,6.27,1691.8,224.0
2022-08-11 10:00:00,29.8,9.34,5.95,1701.7,227.6
2022-08-11 11:00:00,29.5,9.31,6.21,1249.8,226.9
2022-08-11 12:00:00,29.6,9.27,6.06,1027.2,226.3
2022-08-11 13:00:00,29.6,9.2,8.19,921.4,225.7
2022-08-11 14:00:00,29.6,9.24,5.9,809.4,225.2
2022-08-11 15:00:00,29.2,9.15,6.34,647.2,228.6
2022-08-11 16:00:00,29.2,9.2,6.35,666.9,228.1
2022-08-11 17:00:00,29.3,9.12,6.22,586.2,227.7
2022-08-11 18:00:00,29.3,9.11,6.16,561.6,226.5
2022-08-11 19:00:00,29.3,9.08,6.15,492.5,224.7
2022-08-11 20:00:00,29.4,9.1,6.21,441.2,222.7
2022-08-11 21:00:00,29.4,9.0,6.17,258.1,221.3
